station ID = GR (Granada)
system = KASCAL
signal = 355, photoncounting
date of the calibration, time = 21.08.2020, 00UTC
date of the Rayleigh measurement = 21.08.2020
GR, GT, HR, HT, K, laser polarisation rotation, system rotation y = 1.000, 1.000, 0.958, -0.958, 1.000, 0.000, -1
range,ITplus45,IRplus45,ITminus45,IRminus45,ITRayleigh,IRRayleigh
22852.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
22860.0000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
22867.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
22875.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
22882.5000,3.3243e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
22890.0000,3.3241e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
22897.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,1.5324e-03,3.0718e-03
22905.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,2.7715e-03,1.5324e-03,1.5347e-03
22912.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
22920.0000,1.6587e-03,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
22927.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
22935.0000,1.6587e-03,-5.8256e-06,2.7708e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
22942.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
22950.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
22957.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
22965.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
22972.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,3.0718e-03
22980.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
22987.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,1.5347e-03
22995.0000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
23002.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,3.0720e-03
23010.0000,3.3243e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23017.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
23025.0000,1.6587e-03,-5.8256e-06,2.7708e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23032.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23040.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23047.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23055.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23062.5000,1.6587e-03,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23070.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23077.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23085.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23092.5000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,3.0695e-03,-2.3042e-06
23100.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,1.5347e-03
23107.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23115.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23122.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
23130.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23137.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,3.0718e-03
23145.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,5.5471e-03,-4.6085e-06,-2.3042e-06
23152.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23160.0000,-6.6578e-06,3.3249e-03,1.3830e-03,1.3837e-03,1.5324e-03,1.5347e-03
23167.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23175.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
23182.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23190.0000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23197.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23205.0000,-6.6578e-06,3.3249e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23212.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
23220.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23227.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,1.5347e-03
23235.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23242.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23250.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23257.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23265.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23272.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23280.0000,-6.6578e-06,-5.8256e-06,2.7708e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23287.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23295.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23302.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23310.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
23317.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23325.0000,-6.6578e-06,-5.8256e-06,4.1586e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
23332.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
23340.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23347.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
23355.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23362.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23370.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23377.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23385.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23392.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23400.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23407.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23415.0000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
23422.5000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23430.0000,1.6587e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23437.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23445.0000,1.6587e-03,1.6596e-03,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
23452.5000,-6.6578e-06,3.3249e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23460.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23467.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23475.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23482.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,1.5324e-03,3.0720e-03
23490.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
23497.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23505.0000,1.6587e-03,-5.8256e-06,1.3830e-03,2.7715e-03,-4.6085e-06,-2.3042e-06
23512.5000,1.6587e-03,3.3251e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23520.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23527.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,2.7715e-03,-4.6085e-06,-2.3042e-06
23535.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23542.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23550.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,1.5324e-03,1.5347e-03
23557.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23565.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23572.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23580.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
23587.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
23595.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
23602.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23610.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
23617.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23625.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23632.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23640.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23647.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23655.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23662.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,2.7715e-03,-4.6085e-06,1.5347e-03
23670.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23677.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23685.0000,-6.6578e-06,1.6596e-03,1.3830e-03,1.3837e-03,-4.6085e-06,3.0718e-03
23692.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23700.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23707.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
23715.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,3.0718e-03
23722.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23730.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
23737.5000,-6.6578e-06,3.3249e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
23745.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23752.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
23760.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23767.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,4.6088e-03
23775.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,4.6088e-03
23782.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23790.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
23797.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23805.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23812.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
23820.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
23827.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23835.0000,3.3241e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,4.6067e-03,-2.3042e-06
23842.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,3.0718e-03
23850.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23857.5000,1.6587e-03,-5.8256e-06,2.7708e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23865.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23872.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
23880.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23887.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23895.0000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23902.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,1.5324e-03,-2.3042e-06
23910.0000,3.3241e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23917.5000,-6.6578e-06,-5.8256e-06,2.7708e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
23925.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
23932.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
23940.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
23947.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
23955.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
23962.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
23970.0000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
23977.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23985.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
23992.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24000.0000,1.6587e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24007.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24015.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24022.5000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
24030.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24037.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24045.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,3.0718e-03
24052.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
24060.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24067.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,1.5347e-03
24075.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24082.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
24090.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24097.5000,3.3241e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24105.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24112.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
24120.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24127.5000,1.6587e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24135.0000,-6.6578e-06,3.3249e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24142.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24150.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24157.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
24165.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
24172.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24180.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24187.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24195.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24202.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
24210.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24217.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24225.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24232.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24240.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24247.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24255.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24262.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24270.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24277.5000,3.3241e-03,-5.8256e-06,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
24285.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24292.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,1.5324e-03,-2.3042e-06
24300.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24307.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24315.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24322.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24330.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24337.5000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24345.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24352.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24360.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24367.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24375.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24382.5000,1.6587e-03,1.6596e-03,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
24390.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24397.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,2.7715e-03,-4.6085e-06,-2.3042e-06
24405.0000,3.3241e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24412.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24420.0000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24427.5000,1.6587e-03,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24435.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24442.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24450.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,4.6088e-03
24457.5000,1.6587e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24465.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24472.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24480.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24487.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24495.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,3.0718e-03
24502.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24510.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24517.5000,1.6587e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24525.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24532.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,1.5347e-03
24540.0000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24547.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24555.0000,-6.6578e-06,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24562.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,-2.3042e-06
24570.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24577.5000,1.6587e-03,-5.8256e-06,1.3830e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
24585.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24592.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,-2.3042e-06
24600.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24607.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
24615.0000,-6.6578e-06,-5.8256e-06,-4.8546e-06,-4.1611e-06,1.5324e-03,-2.3042e-06
