station ID = GR (Granada)
system = KASCAL
signal = 355, photoncounting
date of the calibration, time = 21.08.2020, 00UTC
date of the Rayleigh measurement = 21.08.2020
GR, GT, HR, HT, K, laser polarisation rotation, system rotation y = 1.000, 1.000, 0.958, -0.958, 1.000, 0.000, -1
range,ITplus45,IRplus45,ITminus45,IRminus45,ITRayleigh,IRRayleigh
7657.5000,7.8287e-02,6.6625e-02,9.0234e-02,6.9404e-02,5.8414e-02,1.0763e-01
7665.0000,8.1622e-02,4.9964e-02,7.3569e-02,6.9405e-02,5.9953e-02,9.9944e-02
7672.5000,6.3290e-02,6.1628e-02,9.1623e-02,6.8013e-02,5.9953e-02,1.0148e-01
7680.0000,8.8291e-02,4.3301e-02,7.0795e-02,6.6629e-02,5.9953e-02,9.2250e-02
7687.5000,9.1626e-02,5.9960e-02,8.7461e-02,7.9124e-02,6.4564e-02,9.2252e-02
7695.0000,8.6625e-02,6.1626e-02,8.7454e-02,7.0793e-02,6.4570e-02,8.6096e-02
7702.5000,8.9951e-02,6.4957e-02,5.1353e-02,7.3570e-02,5.9951e-02,9.5326e-02
7710.0000,1.0162e-01,6.1624e-02,6.2459e-02,6.5236e-02,9.0713e-02,8.4560e-02
7717.5000,6.8289e-02,8.6622e-02,8.3288e-02,8.0512e-02,5.8415e-02,7.9947e-02
7725.0000,8.3293e-02,6.8291e-02,7.2181e-02,6.8017e-02,7.2258e-02,6.4569e-02
7732.5000,7.3291e-02,6.9962e-02,6.5239e-02,4.5800e-02,4.4577e-02,6.7642e-02
7740.0000,8.6624e-02,6.1627e-02,6.6627e-02,6.9404e-02,6.4566e-02,9.0713e-02
7747.5000,7.8289e-02,6.1626e-02,6.6625e-02,6.2462e-02,6.4567e-02,1.0302e-01
7755.0000,6.9959e-02,6.6625e-02,7.4958e-02,6.8016e-02,5.8419e-02,8.3022e-02
7762.5000,7.1624e-02,5.9960e-02,6.2460e-02,8.0511e-02,6.3030e-02,9.2248e-02
7770.0000,8.6622e-02,5.1633e-02,7.9121e-02,6.3849e-02,7.3794e-02,8.7635e-02
7777.5000,9.4960e-02,5.1631e-02,7.2182e-02,7.0792e-02,5.3802e-02,7.0721e-02
7785.0000,7.8290e-02,6.9956e-02,7.7737e-02,5.4131e-02,6.7642e-02,9.0717e-02
7792.5000,8.4957e-02,6.3295e-02,9.8565e-02,7.0793e-02,5.5338e-02,8.6104e-02
7800.0000,6.8288e-02,4.3301e-02,8.6066e-02,3.7471e-02,4.9189e-02,9.6861e-02
7807.5000,6.1626e-02,5.8295e-02,8.7456e-02,5.4132e-02,6.4567e-02,6.4570e-02
7815.0000,9.1618e-02,5.6628e-02,7.4959e-02,6.5237e-02,5.3802e-02,6.9183e-02
7822.5000,7.8286e-02,4.3300e-02,7.3568e-02,5.4130e-02,7.8408e-02,9.3790e-02
7830.0000,6.4958e-02,6.9956e-02,6.9404e-02,6.6625e-02,6.3026e-02,7.0721e-02
7837.5000,7.4953e-02,6.3294e-02,7.2185e-02,6.1074e-02,6.4565e-02,7.8409e-02
7845.0000,8.4951e-02,6.6624e-02,8.7455e-02,8.0514e-02,6.3028e-02,8.9173e-02
7852.5000,7.4960e-02,7.4955e-02,7.3570e-02,5.8295e-02,5.5337e-02,8.6099e-02
7860.0000,9.6622e-02,6.6623e-02,6.2462e-02,6.1072e-02,6.6102e-02,7.2259e-02
7867.5000,7.1623e-02,5.4963e-02,9.0232e-02,6.5236e-02,5.9951e-02,7.5331e-02
7875.0000,6.9958e-02,5.8295e-02,6.3849e-02,5.1354e-02,5.5341e-02,6.1492e-02
7882.5000,5.9957e-02,4.1638e-02,7.7735e-02,6.2463e-02,5.5338e-02,7.3795e-02
7890.0000,6.9957e-02,6.8292e-02,7.2179e-02,4.8577e-02,5.2266e-02,8.1483e-02
7897.5000,5.4966e-02,6.4958e-02,7.9121e-02,5.9684e-02,4.6113e-02,7.5331e-02
7905.0000,6.6623e-02,5.3297e-02,7.3567e-02,6.1074e-02,5.2264e-02,7.3793e-02
7912.5000,6.9955e-02,5.4962e-02,7.4957e-02,6.9403e-02,4.7653e-02,9.2249e-02
7920.0000,6.9958e-02,6.1627e-02,6.8013e-02,5.6908e-02,5.5338e-02,9.5327e-02
7927.5000,7.4954e-02,6.1626e-02,6.8015e-02,6.6627e-02,5.9951e-02,8.1486e-02
7935.0000,1.0162e-01,6.6625e-02,5.9683e-02,5.4131e-02,5.2264e-02,7.6873e-02
7942.5000,6.3291e-02,5.8294e-02,6.8014e-02,4.7189e-02,5.6878e-02,9.0715e-02
7950.0000,8.4953e-02,4.9966e-02,6.9405e-02,5.1357e-02,4.7651e-02,5.0726e-02
7957.5000,6.6625e-02,5.1630e-02,5.9684e-02,5.9685e-02,4.1501e-02,7.2258e-02
7965.0000,7.9952e-02,4.4965e-02,7.6347e-02,5.8295e-02,4.4577e-02,7.3797e-02
7972.5000,7.6622e-02,4.1635e-02,7.3570e-02,4.7187e-02,8.1495e-02,6.6108e-02
7980.0000,6.6625e-02,4.9964e-02,6.9404e-02,6.2463e-02,9.3855e-02,7.6872e-02
7987.5000,6.9958e-02,4.6632e-02,7.2178e-02,5.4131e-02,1.2323e-01,8.3026e-02
7995.0000,5.4962e-02,5.1633e-02,6.3852e-02,5.8296e-02,1.1856e-01,8.7642e-02
8002.5000,7.3288e-02,3.9970e-02,4.7188e-02,5.2742e-02,1.5726e-01,1.0610e-01
8010.0000,8.8287e-02,5.8295e-02,7.2180e-02,5.2741e-02,1.6655e-01,7.0719e-02
8017.5000,7.4955e-02,5.9963e-02,5.8295e-02,6.9405e-02,1.7110e-01,8.6102e-02
8025.0000,4.9963e-02,4.9964e-02,5.8295e-02,5.8298e-02,1.7429e-01,8.9177e-02
8032.5000,6.9958e-02,4.6632e-02,8.7454e-02,8.7456e-02,2.0207e-01,7.0720e-02
8040.0000,7.1625e-02,4.3300e-02,5.2741e-02,4.4413e-02,1.7718e-01,9.2251e-02
8047.5000,4.9963e-02,5.1631e-02,5.2741e-02,4.4412e-02,1.5095e-01,7.9950e-02
8055.0000,8.3289e-02,5.1631e-02,6.3850e-02,6.5239e-02,1.3390e-01,9.8402e-02
8062.5000,8.1621e-02,4.1635e-02,5.8295e-02,5.4135e-02,1.7250e-01,1.0456e-01
8070.0000,7.8288e-02,6.6625e-02,4.9965e-02,4.8578e-02,2.0482e-01,9.0723e-02
8077.5000,9.4952e-02,5.6627e-02,6.8016e-02,5.2741e-02,1.8945e-01,8.6099e-02
8085.0000,5.6628e-02,5.8294e-02,6.2465e-02,5.2744e-02,2.1258e-01,9.6866e-02
8092.5000,7.3288e-02,4.8299e-02,8.3290e-02,5.1355e-02,2.3277e-01,9.0718e-02
8100.0000,4.9962e-02,5.4965e-02,7.0794e-02,5.2744e-02,3.5961e-01,8.6109e-02
8107.5000,6.3295e-02,6.3294e-02,7.9126e-02,6.1071e-02,3.4852e-01,8.6106e-02
8115.0000,7.3291e-02,5.1629e-02,7.0791e-02,5.5519e-02,4.2937e-01,9.6876e-02
8122.5000,6.8289e-02,5.9961e-02,5.8295e-02,5.9685e-02,5.0093e-01,1.0918e-01
8130.0000,8.4956e-02,5.3295e-02,7.2181e-02,5.8296e-02,5.1055e-01,1.0919e-01
8137.5000,8.1619e-02,3.1640e-02,6.5244e-02,5.5521e-02,5.8723e-01,1.1380e-01
8145.0000,7.4956e-02,3.6637e-02,6.5239e-02,4.7189e-02,5.9797e-01,1.0611e-01
8152.5000,7.3287e-02,3.9968e-02,7.4956e-02,5.1353e-02,5.3249e-01,1.1842e-01
8160.0000,5.3296e-02,5.6628e-02,5.6908e-02,6.5237e-02,4.3891e-01,9.2269e-02
8167.5000,3.4971e-02,4.1634e-02,8.1901e-02,5.5518e-02,4.4192e-01,8.9185e-02
8175.0000,7.4954e-02,5.9959e-02,6.9402e-02,6.3849e-02,3.9850e-01,8.6109e-02
8182.5000,6.3292e-02,5.6628e-02,7.9122e-02,5.2743e-02,3.2705e-01,1.0149e-01
8190.0000,5.4962e-02,6.3293e-02,6.3847e-02,4.7190e-02,2.8065e-01,1.1225e-01
8197.5000,5.1628e-02,4.9966e-02,5.4131e-02,4.5801e-02,2.6982e-01,9.6870e-02
8205.0000,7.1623e-02,4.1635e-02,6.8013e-02,4.9965e-02,2.3742e-01,8.1494e-02
8212.5000,7.8290e-02,5.6629e-02,5.9687e-02,6.2460e-02,2.4669e-01,1.0456e-01
8220.0000,5.1629e-02,4.4965e-02,3.6083e-02,6.9407e-02,2.3883e-01,8.1486e-02
8227.5000,6.8293e-02,5.9962e-02,7.0792e-02,5.8298e-02,1.9567e-01,9.2249e-02
8235.0000,5.4961e-02,4.6632e-02,6.5236e-02,5.8295e-02,1.7241e-01,8.7638e-02
8242.5000,8.3287e-02,5.3299e-02,6.6627e-02,4.1637e-02,1.8477e-01,9.6873e-02
8250.0000,6.3295e-02,4.1635e-02,7.9127e-02,4.5801e-02,1.5547e-01,8.9173e-02
8257.5000,5.3295e-02,5.3298e-02,4.9967e-02,3.8861e-02,1.5081e-01,8.9178e-02
8265.0000,7.6628e-02,5.1629e-02,4.7191e-02,6.8017e-02,1.4315e-01,8.4561e-02
8272.5000,6.4957e-02,5.1630e-02,7.0793e-02,4.5802e-02,1.2776e-01,9.0718e-02
8280.0000,5.9959e-02,3.6636e-02,6.8012e-02,4.7190e-02,1.2314e-01,7.3795e-02
8287.5000,4.6632e-02,4.8302e-02,6.9403e-02,4.8577e-02,1.0306e-01,9.8406e-02
8295.0000,7.6620e-02,4.8298e-02,6.9403e-02,4.1637e-02,9.0741e-02,8.6102e-02
8302.5000,5.8293e-02,3.3307e-02,6.3849e-02,5.2745e-02,1.1849e-01,8.9177e-02
8310.0000,3.8302e-02,4.4968e-02,7.4963e-02,5.8296e-02,8.7651e-02,7.8417e-02
8317.5000,5.3294e-02,5.1631e-02,6.2460e-02,4.8578e-02,8.4611e-02,8.3024e-02
8325.0000,6.9959e-02,5.6631e-02,4.3023e-02,5.1355e-02,8.6114e-02,9.8407e-02
8332.5000,6.4959e-02,4.4966e-02,5.9683e-02,4.8577e-02,6.3040e-02,9.2255e-02
8340.0000,5.9959e-02,5.4962e-02,5.9685e-02,6.1073e-02,8.7660e-02,7.8406e-02
8347.5000,4.4966e-02,4.4966e-02,7.0791e-02,4.8577e-02,7.9967e-02,8.7645e-02
8355.0000,5.1630e-02,3.9968e-02,8.3290e-02,4.4413e-02,4.4581e-02,6.9186e-02
8362.5000,5.9962e-02,4.1634e-02,4.5800e-02,3.6084e-02,6.9187e-02,8.3028e-02
8370.0000,5.3294e-02,6.6626e-02,5.8295e-02,6.5239e-02,5.3807e-02,8.3027e-02
8377.5000,7.8287e-02,3.9968e-02,5.9683e-02,7.7735e-02,5.2268e-02,7.0723e-02
8385.0000,5.6627e-02,4.4969e-02,5.8295e-02,4.5801e-02,5.8414e-02,7.6876e-02
8392.5000,6.4957e-02,4.6632e-02,6.8016e-02,4.3024e-02,7.3794e-02,8.7636e-02
8400.0000,4.8297e-02,5.3301e-02,5.5519e-02,5.1356e-02,5.9955e-02,8.3021e-02
8407.5000,3.4970e-02,4.6633e-02,5.2741e-02,4.1637e-02,7.5347e-02,8.1488e-02
8415.0000,5.3295e-02,4.1634e-02,5.6908e-02,5.1356e-02,6.4573e-02,8.1491e-02
8422.5000,7.9953e-02,6.6626e-02,4.5800e-02,4.0248e-02,5.3808e-02,7.3792e-02
8430.0000,6.1626e-02,3.4970e-02,5.1355e-02,4.3025e-02,5.0736e-02,6.3029e-02
8437.5000,7.4954e-02,5.3296e-02,4.9964e-02,4.7189e-02,2.9203e-02,8.4566e-02
8445.0000,4.1633e-02,4.9966e-02,5.9683e-02,6.1073e-02,4.9188e-02,8.1485e-02
8452.5000,4.9964e-02,5.8293e-02,5.4130e-02,4.0248e-02,5.8419e-02,5.0728e-02
8460.0000,4.6634e-02,3.8303e-02,5.5520e-02,4.0248e-02,6.1488e-02,6.4570e-02
8467.5000,5.4961e-02,4.1635e-02,4.3025e-02,6.5237e-02,7.0717e-02,6.9181e-02
8475.0000,6.1627e-02,5.8293e-02,4.9968e-02,3.1919e-02,7.3796e-02,4.6115e-02
8482.5000,5.4964e-02,5.6627e-02,7.3570e-02,4.5800e-02,4.7653e-02,7.0718e-02
8490.0000,8.1619e-02,5.3298e-02,6.2463e-02,3.7472e-02,5.8421e-02,7.5331e-02
8497.5000,6.8296e-02,4.8298e-02,5.2742e-02,4.4413e-02,7.0726e-02,7.9946e-02
8505.0000,6.9961e-02,4.4965e-02,5.1353e-02,4.3024e-02,6.4571e-02,7.9946e-02
8512.5000,7.3289e-02,6.3293e-02,5.4132e-02,5.8295e-02,7.8418e-02,5.2266e-02
8520.0000,6.9956e-02,3.3306e-02,4.9965e-02,5.2741e-02,7.9948e-02,7.6869e-02
8527.5000,5.3295e-02,5.8295e-02,6.2459e-02,4.1637e-02,8.1500e-02,7.9945e-02
8535.0000,5.4961e-02,3.9969e-02,6.9403e-02,5.1354e-02,8.4575e-02,6.1496e-02
8542.5000,5.8292e-02,2.9973e-02,7.0792e-02,3.4696e-02,8.4581e-02,7.3798e-02
8550.0000,5.4963e-02,3.4971e-02,5.2742e-02,4.0249e-02,5.5342e-02,7.8410e-02
8557.5000,5.4962e-02,4.1635e-02,5.1353e-02,4.3025e-02,9.3818e-02,7.2257e-02
8565.0000,5.3297e-02,3.8303e-02,5.1355e-02,4.7188e-02,9.2279e-02,7.9952e-02
8572.5000,4.4967e-02,4.6631e-02,6.3851e-02,4.4413e-02,9.0733e-02,7.2265e-02
8580.0000,5.9958e-02,3.3305e-02,5.8296e-02,4.7189e-02,9.9949e-02,8.9178e-02
8587.5000,7.1623e-02,4.3301e-02,6.3852e-02,5.1357e-02,1.0151e-01,9.5333e-02
8595.0000,4.6632e-02,5.1632e-02,4.9965e-02,4.7190e-02,9.2268e-02,8.6104e-02
8602.5000,6.1629e-02,3.4972e-02,6.2461e-02,4.9965e-02,1.2306e-01,1.0302e-01
8610.0000,4.9963e-02,4.3300e-02,5.4129e-02,4.7190e-02,9.5343e-02,1.0149e-01
8617.5000,5.9960e-02,4.9963e-02,6.6626e-02,5.5520e-02,1.0766e-01,1.0149e-01
8625.0000,6.1624e-02,3.9969e-02,5.1354e-02,5.9685e-02,9.0728e-02,1.1227e-01
8632.5000,4.6631e-02,6.3292e-02,5.5517e-02,4.3024e-02,1.2921e-01,6.1495e-02
8640.0000,5.3296e-02,3.3306e-02,5.4133e-02,4.0248e-02,1.3692e-01,7.2264e-02
8647.5000,6.1626e-02,2.9975e-02,5.1354e-02,4.5803e-02,1.2460e-01,1.0302e-01
8655.0000,4.8301e-02,4.6634e-02,5.5518e-02,4.5803e-02,1.2151e-01,1.1381e-01
8662.5000,6.4957e-02,5.3299e-02,5.6908e-02,5.9685e-02,1.2458e-01,9.2257e-02
8670.0000,6.1625e-02,2.1647e-02,6.5237e-02,3.6083e-02,1.0611e-01,8.9189e-02
8677.5000,5.3296e-02,4.4967e-02,5.8297e-02,4.0248e-02,1.1381e-01,1.1843e-01
8685.0000,4.3300e-02,2.8307e-02,4.9968e-02,3.6085e-02,8.9189e-02,7.9946e-02
8692.5000,5.1635e-02,3.8303e-02,6.1072e-02,3.6085e-02,7.2264e-02,8.9186e-02
8700.0000,3.9968e-02,4.3301e-02,4.0248e-02,4.4414e-02,7.5340e-02,1.0918e-01
8707.5000,5.8296e-02,5.8296e-02,3.4695e-02,3.1922e-02,9.3802e-02,9.8410e-02
8715.0000,5.1630e-02,3.9968e-02,5.8294e-02,5.9687e-02,8.6106e-02,1.1534e-01
8722.5000,4.6632e-02,2.6642e-02,6.2460e-02,4.7189e-02,9.5344e-02,9.3807e-02
8730.0000,3.9967e-02,4.4967e-02,5.6907e-02,5.2745e-02,8.9178e-02,8.9180e-02
8737.5000,4.3299e-02,3.9969e-02,5.2741e-02,4.1635e-02,7.0728e-02,6.4569e-02
8745.0000,5.4961e-02,3.1641e-02,4.7187e-02,4.5801e-02,6.3034e-02,6.6107e-02
8752.5000,4.9967e-02,4.4967e-02,6.1075e-02,4.1636e-02,6.4571e-02,6.9184e-02
8760.0000,4.8299e-02,5.4962e-02,4.7188e-02,3.6083e-02,5.3809e-02,8.1484e-02
8767.5000,4.4966e-02,2.6642e-02,5.9683e-02,3.4696e-02,4.3038e-02,7.5339e-02
8775.0000,5.3296e-02,4.3302e-02,4.3025e-02,3.1921e-02,5.6879e-02,6.6105e-02
8782.5000,4.8299e-02,5.4960e-02,5.4132e-02,4.0249e-02,5.0728e-02,6.1490e-02
8790.0000,4.4966e-02,3.6638e-02,5.6906e-02,4.3025e-02,5.8413e-02,5.5341e-02
8797.5000,4.4964e-02,3.8302e-02,4.7190e-02,2.7755e-02,4.3042e-02,7.0719e-02
8805.0000,4.1634e-02,4.4966e-02,4.7190e-02,3.6083e-02,5.8417e-02,5.6880e-02
8812.5000,4.4966e-02,4.1635e-02,4.7188e-02,4.1637e-02,5.0729e-02,6.7648e-02
8820.0000,5.4960e-02,3.8304e-02,5.8295e-02,3.7473e-02,4.6116e-02,6.7648e-02
8827.5000,4.3299e-02,4.3301e-02,5.6906e-02,4.5801e-02,6.1491e-02,4.4582e-02
8835.0000,5.6626e-02,2.4978e-02,4.5801e-02,5.5521e-02,2.9202e-02,6.7646e-02
8842.5000,4.8297e-02,3.4972e-02,6.1074e-02,3.1920e-02,2.4591e-02,4.1503e-02
8850.0000,4.4968e-02,4.1633e-02,5.8296e-02,3.0531e-02,4.4575e-02,7.0717e-02
8857.5000,3.4971e-02,3.1641e-02,4.3025e-02,3.8860e-02,4.7651e-02,6.1492e-02
8865.0000,4.6632e-02,2.8309e-02,4.7189e-02,3.6084e-02,4.6113e-02,4.9191e-02
8872.5000,5.3297e-02,3.1640e-02,4.7188e-02,3.7471e-02,6.7641e-02,5.6881e-02
8880.0000,3.9973e-02,3.8303e-02,5.6908e-02,4.3026e-02,3.2277e-02,4.7654e-02
8887.5000,3.9968e-02,3.1640e-02,4.8577e-02,2.0814e-02,3.6890e-02,7.3793e-02
8895.0000,4.8298e-02,3.6638e-02,4.0247e-02,3.7472e-02,4.4576e-02,4.4578e-02
8902.5000,4.8298e-02,4.6631e-02,4.7190e-02,4.4413e-02,3.6890e-02,6.1493e-02
8910.0000,6.1628e-02,4.6631e-02,3.3307e-02,3.4695e-02,2.9203e-02,4.4581e-02
8917.5000,6.1627e-02,2.6642e-02,5.2743e-02,2.9142e-02,5.2265e-02,4.7655e-02
8925.0000,5.3296e-02,3.3306e-02,5.1353e-02,3.0531e-02,5.0727e-02,5.5342e-02
8932.5000,5.8293e-02,3.9970e-02,5.4129e-02,3.0533e-02,4.9189e-02,4.3041e-02
8940.0000,7.3287e-02,3.1640e-02,5.8296e-02,3.0531e-02,5.5341e-02,5.8422e-02
8947.5000,4.4967e-02,3.4970e-02,4.5801e-02,3.8861e-02,4.4576e-02,6.3036e-02
8955.0000,4.8298e-02,3.3305e-02,5.2741e-02,3.1920e-02,3.8427e-02,4.9192e-02
8962.5000,3.3304e-02,4.4966e-02,5.5520e-02,4.1637e-02,3.9964e-02,5.3806e-02
8970.0000,5.1627e-02,4.6631e-02,5.2741e-02,2.9143e-02,4.6117e-02,5.5343e-02
8977.5000,4.4966e-02,4.8302e-02,4.8576e-02,3.1920e-02,3.6888e-02,5.0730e-02
8985.0000,5.3295e-02,4.1635e-02,4.7187e-02,4.4415e-02,4.9189e-02,5.3804e-02
8992.5000,5.1630e-02,4.8299e-02,6.2459e-02,3.0530e-02,3.0740e-02,5.2269e-02
9000.0000,5.3296e-02,3.6636e-02,4.1638e-02,3.6083e-02,3.2279e-02,5.5340e-02
9007.5000,5.4964e-02,3.4972e-02,4.4412e-02,4.1637e-02,5.5340e-02,2.6130e-02
9015.0000,3.9969e-02,4.3300e-02,4.4413e-02,5.1355e-02,4.9189e-02,7.5333e-02
9022.5000,3.9968e-02,3.6637e-02,6.5239e-02,4.8577e-02,4.1503e-02,3.8429e-02
9030.0000,4.6631e-02,2.4977e-02,4.1635e-02,2.6367e-02,3.3814e-02,4.3040e-02
9037.5000,3.9967e-02,4.3300e-02,5.2744e-02,4.7190e-02,3.3814e-02,4.1504e-02
9045.0000,3.4970e-02,2.9974e-02,4.9966e-02,3.1919e-02,3.6888e-02,5.6877e-02
9052.5000,5.6627e-02,2.6642e-02,3.6084e-02,4.8577e-02,3.8427e-02,5.6879e-02
9060.0000,5.1630e-02,2.8308e-02,6.1073e-02,3.4695e-02,3.8427e-02,4.3042e-02
9067.5000,3.6637e-02,4.8297e-02,5.5518e-02,5.1355e-02,3.5351e-02,4.4578e-02
9075.0000,3.3305e-02,2.8308e-02,4.3023e-02,3.0532e-02,4.6113e-02,5.5341e-02
9082.5000,4.6631e-02,4.3301e-02,6.1072e-02,3.8860e-02,5.2262e-02,6.3031e-02
9090.0000,4.3300e-02,3.6638e-02,4.4413e-02,3.4696e-02,3.2276e-02,5.0729e-02
9097.5000,5.3294e-02,2.8309e-02,4.5801e-02,3.3307e-02,3.5351e-02,4.6116e-02
9105.0000,3.8303e-02,3.9969e-02,5.1354e-02,3.8860e-02,3.3815e-02,3.3816e-02
9112.5000,5.6627e-02,2.8308e-02,4.7189e-02,2.3590e-02,2.9201e-02,4.9191e-02
9120.0000,4.9963e-02,4.6634e-02,4.5800e-02,3.4696e-02,3.3815e-02,4.9191e-02
9127.5000,4.4966e-02,3.1640e-02,4.5800e-02,3.4696e-02,3.2276e-02,5.8422e-02
9135.0000,3.6637e-02,3.3308e-02,4.4412e-02,2.7754e-02,2.7666e-02,5.5342e-02
9142.5000,3.3304e-02,2.8308e-02,4.4411e-02,3.6083e-02,3.3813e-02,5.5344e-02
9150.0000,4.1637e-02,3.8303e-02,4.4418e-02,2.6366e-02,3.0738e-02,5.5341e-02
9157.5000,4.1635e-02,2.6642e-02,4.5799e-02,3.6084e-02,3.3813e-02,3.6891e-02
9165.0000,3.4972e-02,3.1640e-02,3.3306e-02,2.6366e-02,3.5353e-02,4.3041e-02
9172.5000,3.8302e-02,2.6644e-02,3.3306e-02,3.4695e-02,3.5352e-02,2.9204e-02
9180.0000,4.6630e-02,3.4973e-02,3.6082e-02,2.3590e-02,3.3814e-02,3.0743e-02
9187.5000,4.1634e-02,3.4972e-02,5.1355e-02,3.4695e-02,3.9966e-02,5.9956e-02
9195.0000,4.6631e-02,2.8308e-02,4.5801e-02,4.3025e-02,3.8426e-02,5.3803e-02
9202.5000,4.8298e-02,3.4970e-02,4.3024e-02,3.8860e-02,1.8441e-02,4.4579e-02
9210.0000,4.1635e-02,2.1646e-02,4.0248e-02,4.1635e-02,2.9203e-02,5.0729e-02
9217.5000,4.1634e-02,4.1636e-02,4.9967e-02,2.7755e-02,3.5353e-02,5.2267e-02
9225.0000,4.3300e-02,4.1633e-02,3.7471e-02,2.4979e-02,3.8427e-02,4.4579e-02
9232.5000,5.1629e-02,4.3300e-02,4.5802e-02,4.1636e-02,3.3815e-02,3.5355e-02
9240.0000,3.9967e-02,3.6638e-02,4.9969e-02,2.7755e-02,3.5350e-02,4.1504e-02
9247.5000,4.9963e-02,3.9967e-02,4.3024e-02,3.0531e-02,2.6128e-02,2.9206e-02
9255.0000,5.3294e-02,3.8303e-02,4.0247e-02,4.3026e-02,2.9201e-02,5.3808e-02
9262.5000,4.9963e-02,4.4967e-02,5.2742e-02,3.7472e-02,3.0739e-02,4.4578e-02
9270.0000,2.9974e-02,3.1640e-02,4.4413e-02,4.5801e-02,2.9202e-02,4.9192e-02
9277.5000,3.4972e-02,2.6643e-02,3.8860e-02,1.9426e-02,2.9203e-02,3.2280e-02
9285.0000,3.9969e-02,2.1646e-02,4.1634e-02,3.4696e-02,3.6888e-02,2.4593e-02
9292.5000,3.8302e-02,3.4971e-02,4.9965e-02,2.9142e-02,3.3816e-02,4.4582e-02
9300.0000,4.4966e-02,2.3311e-02,3.8859e-02,3.6084e-02,2.6126e-02,6.4572e-02
9307.5000,5.6627e-02,3.9969e-02,5.4131e-02,4.0251e-02,4.1502e-02,3.6890e-02
9315.0000,4.9963e-02,2.9974e-02,3.6082e-02,3.0532e-02,3.2279e-02,4.3041e-02
9322.5000,3.1638e-02,4.4967e-02,4.0247e-02,1.8039e-02,1.3829e-02,3.9967e-02
9330.0000,4.6633e-02,1.6649e-02,4.8579e-02,4.7188e-02,2.6128e-02,5.5340e-02
9337.5000,4.4965e-02,2.9975e-02,3.7472e-02,3.4695e-02,2.7665e-02,5.3803e-02
9345.0000,4.1634e-02,4.1635e-02,3.1918e-02,3.0531e-02,2.9204e-02,5.0727e-02
9352.5000,3.3304e-02,1.9980e-02,4.3025e-02,2.0814e-02,2.9202e-02,3.3816e-02
9360.0000,5.6628e-02,2.4977e-02,5.8296e-02,3.7471e-02,4.3040e-02,4.1503e-02
9367.5000,2.4977e-02,2.6643e-02,4.9969e-02,4.5801e-02,2.3053e-02,5.6880e-02
9375.0000,3.9968e-02,2.3312e-02,3.8859e-02,3.8861e-02,1.9979e-02,5.0730e-02
9382.5000,4.3301e-02,4.1634e-02,5.4129e-02,4.4416e-02,2.4592e-02,4.4579e-02
9390.0000,3.8302e-02,1.9980e-02,4.0247e-02,3.3306e-02,2.7664e-02,4.6117e-02
9397.5000,3.6636e-02,3.1641e-02,4.3024e-02,3.3307e-02,4.4577e-02,6.1490e-02
9405.0000,3.8304e-02,2.9974e-02,3.4695e-02,4.1640e-02,2.7665e-02,4.7656e-02
9412.5000,3.8305e-02,4.1633e-02,3.7471e-02,3.1919e-02,2.7665e-02,3.3815e-02
9420.0000,3.9967e-02,2.1647e-02,3.6082e-02,4.5801e-02,3.0739e-02,5.2266e-02
9427.5000,4.8296e-02,2.8309e-02,4.1636e-02,2.6366e-02,3.9964e-02,2.7668e-02
9435.0000,4.4964e-02,2.8308e-02,3.8858e-02,4.8578e-02,3.3813e-02,3.9966e-02
9442.5000,5.6626e-02,3.3306e-02,3.8860e-02,3.8861e-02,3.8425e-02,3.0742e-02
9450.0000,4.1634e-02,3.8301e-02,4.0249e-02,3.7471e-02,3.9964e-02,4.7653e-02
9457.5000,2.9973e-02,2.6643e-02,3.4696e-02,3.3308e-02,2.1517e-02,4.6116e-02
9465.0000,3.9969e-02,1.6650e-02,2.7754e-02,3.6084e-02,2.6127e-02,3.5354e-02
9472.5000,4.6633e-02,3.4970e-02,4.0248e-02,1.8039e-02,3.0739e-02,4.1504e-02
9480.0000,3.1640e-02,2.8308e-02,3.7472e-02,2.0815e-02,3.3815e-02,4.1503e-02
9487.5000,3.3304e-02,3.4971e-02,2.6366e-02,3.1918e-02,2.4590e-02,5.9954e-02
9495.0000,5.1630e-02,3.9969e-02,2.6366e-02,2.7756e-02,3.0739e-02,3.0743e-02
9502.5000,4.1633e-02,2.4977e-02,4.3023e-02,4.0247e-02,2.9202e-02,3.0741e-02
9510.0000,2.8307e-02,2.3311e-02,3.3307e-02,4.3025e-02,1.9979e-02,3.9966e-02
9517.5000,4.1634e-02,4.6632e-02,2.9142e-02,1.5263e-02,3.2278e-02,3.6891e-02
9525.0000,4.6632e-02,3.1640e-02,4.9964e-02,3.0531e-02,2.9202e-02,4.4581e-02
9532.5000,4.3300e-02,4.4970e-02,4.8577e-02,4.3024e-02,2.1516e-02,5.0728e-02
9540.0000,3.3305e-02,3.3306e-02,3.8859e-02,3.3307e-02,4.4578e-02,4.6115e-02
9547.5000,3.1639e-02,2.1646e-02,4.3025e-02,3.3307e-02,2.3053e-02,2.6130e-02
9555.0000,4.3299e-02,2.3311e-02,4.1638e-02,3.8860e-02,2.9202e-02,2.4592e-02
9562.5000,4.3301e-02,2.8309e-02,3.8860e-02,2.7756e-02,2.6128e-02,4.3041e-02
